phy_filename	transcript_id	gene_name	chromosome	haplotype_group	overall_cds_start_1based	overall_cds_end_1based	spliced_cds_length	cds_segment_coords_1based
group0_MYH11_ENSG00000133392.19_ENST00000300036.6_chr16_cds_start15703994_cds_end15838252_inv_start15384482_inv_end16276146.phy.gz	ENST00000300036.6	MYH11	16	0	15703994	15838252	5916	15837908-15838252;15823255-15823411;15798660-15798687;15786630-15786732;15782385-15782477;15778780-15778843;15776078-15776176;15771569-15771712;15763796-15763891;15760540-15760658;15759576-15759728;15757827-15758000;15756341-15756514;15753394-15753508;15750138-15750331;15748047-15748168;15747874-15747943;15747570-15747730;15745129-15745237;15741760-15741891;15741463-15741669;15740051-15740188;15738565-15738688;15737449-15737620;15735366-15735578;15732564-15732708;15726848-15727054;15724888-15724992;15724647-15724799;15724161-15724409;15721422-15721634;15720839-15721051;15720151-15720312;15719585-15719713;15719220-15719308;15718315-15718438;15717140-15717348;15715164-15715272;15714909-15715081;15703994-15704123
group0_NDE1_ENSG00000072864.16_ENST00000396354.6_chr16_cds_start15664779_cds_end15724248_inv_start15384482_inv_end16276146.phy.gz	ENST00000396354.6	NDE1	16	0	15664779	15724248	1005	15664779-15664861;15667286-15667439;15677801-15677949;15687375-15687511;15691144-15691323;15694165-15694256;15696709-15696860;15724191-15724248
group0_MARF1_ENSG00000166783.22_ENST00000396368.8_chr16_cds_start15596696_cds_end15639233_inv_start15384482_inv_end16276146.phy.gz	ENST00000396368.8	MARF1	16	0	15596696	15639233	5226	15639090-15639233;15635656-15636342;15634757-15634931;15633617-15633843;15631381-15631498;15630332-15630504;15625372-15625800;15625016-15625173;15624769-15624927;15622934-15623123;15621733-15621911;15620451-15620531;15617299-15617535;15617052-15617171;15615830-15616005;15612557-15612777;15611592-15611734;15610975-15611108;15609523-15609725;15608291-15608518;15604168-15604398;15601991-15602203;15600641-15600701;15600428-15600553;15598854-15599024;15596696-15596937
group0_MPV17L_ENSG00000156968.9_ENST00000396385.4_chr16_cds_start15395898_cds_end15408109_inv_start15384482_inv_end16276146.phy.gz	ENST00000396385.4	MPV17L	16	0	15395898	15408109	588	15395898-15396207;15400787-15400857;15407824-15407853;15407933-15408109
group0_ABCC1_ENSG00000103222.20_ENST00000399410.8_chr16_cds_start15949752_cds_end16141278_inv_start15384482_inv_end16276146.phy.gz	ENST00000399410.8	ABCC1	16	0	15949752	16141278	4593	15949752-15949799;16007816-16007992;16009776-16009901;16014491-16014628;16016496-16016621;16033109-16033170;16036472-16036603;16044450-16044680;16045836-16046013;16048142-16048303;16052724-16052816;16056092-16056295;16068156-16068302;16071642-16071729;16076326-16076401;16079352-16079478;16083366-16083542;16086824-16086991;16090405-16090588;16102627-16102717;16106738-16106873;16111375-16111582;16114766-16115076;16121975-16122174;16124789-16124915;16125810-16125911;16131789-16131935;16134350-16134508;16136478-16136644;16138364-16138558;16141173-16141278
group1_ABCC6_ENSG00000091262.17_ENST00000205557.12_chr16_cds_start16150136_cds_end16223434_inv_start15384482_inv_end16276146.phy.gz	ENST00000205557.12	ABCC6	16	1	16150136	16223434	4509	16223399-16223434;16221649-16221831;16219822-16219947;16219554-16219682;16214324-16214449;16212185-16212246;16208728-16208859;16203410-16203613;16202001-16202178;16198021-16198182;16192830-16192922;16190164-16190367;16188831-16188974;16187124-16187211;16184959-16185034;16182804-16182930;16182412-16182588;16178798-16178965;16177452-16177626;16175911-16175986;16173284-16173404;16169646-16169853;16165623-16165933;16162993-16163192;16161438-16161564;16159482-16159583;16157663-16157809;16154873-16155031;16154628-16154794;16150578-16150772;16150136-16150241
group1_CEP20_ENSG00000133393.13_ENST00000255759.11_chr16_cds_start15867443_cds_end15888585_inv_start15384482_inv_end16276146.phy.gz	ENST00000255759.11	CEP20	16	1	15867443	15888585	522	15888558-15888585;15884008-15884205;15879804-15879888;15873491-15873627;15867443-15867516
group1_BMERB1_ENSG00000166780.11_ENST00000300006.9_chr16_cds_start15434654_cds_end15586826_inv_start15384482_inv_end16276146.phy.gz	ENST00000300006.9	BMERB1	16	1	15434654	15586826	612	15434654-15434759;15515305-15515428;15567983-15568056;15581217-15581331;15583156-15583238;15586717-15586826
group1_MYH11_ENSG00000133392.19_ENST00000300036.6_chr16_cds_start15703994_cds_end15838252_inv_start15384482_inv_end16276146.phy.gz	ENST00000300036.6	MYH11	16	1	15703994	15838252	5916	15837908-15838252;15823255-15823411;15798660-15798687;15786630-15786732;15782385-15782477;15778780-15778843;15776078-15776176;15771569-15771712;15763796-15763891;15760540-15760658;15759576-15759728;15757827-15758000;15756341-15756514;15753394-15753508;15750138-15750331;15748047-15748168;15747874-15747943;15747570-15747730;15745129-15745237;15741760-15741891;15741463-15741669;15740051-15740188;15738565-15738688;15737449-15737620;15735366-15735578;15732564-15732708;15726848-15727054;15724888-15724992;15724647-15724799;15724161-15724409;15721422-15721634;15720839-15721051;15720151-15720312;15719585-15719713;15719220-15719308;15718315-15718438;15717140-15717348;15715164-15715272;15714909-15715081;15703994-15704123
group1_NDE1_ENSG00000072864.16_ENST00000396354.6_chr16_cds_start15664779_cds_end15724248_inv_start15384482_inv_end16276146.phy.gz	ENST00000396354.6	NDE1	16	1	15664779	15724248	1005	15664779-15664861;15667286-15667439;15677801-15677949;15687375-15687511;15691144-15691323;15694165-15694256;15696709-15696860;15724191-15724248
group1_MARF1_ENSG00000166783.22_ENST00000396368.8_chr16_cds_start15596696_cds_end15639233_inv_start15384482_inv_end16276146.phy.gz	ENST00000396368.8	MARF1	16	1	15596696	15639233	5226	15639090-15639233;15635656-15636342;15634757-15634931;15633617-15633843;15631381-15631498;15630332-15630504;15625372-15625800;15625016-15625173;15624769-15624927;15622934-15623123;15621733-15621911;15620451-15620531;15617299-15617535;15617052-15617171;15615830-15616005;15612557-15612777;15611592-15611734;15610975-15611108;15609523-15609725;15608291-15608518;15604168-15604398;15601991-15602203;15600641-15600701;15600428-15600553;15598854-15599024;15596696-15596937
group1_MPV17L_ENSG00000156968.9_ENST00000396385.4_chr16_cds_start15395898_cds_end15408109_inv_start15384482_inv_end16276146.phy.gz	ENST00000396385.4	MPV17L	16	1	15395898	15408109	588	15395898-15396207;15400787-15400857;15407824-15407853;15407933-15408109
group1_ABCC1_ENSG00000103222.20_ENST00000399410.8_chr16_cds_start15949752_cds_end16141278_inv_start15384482_inv_end16276146.phy.gz	ENST00000399410.8	ABCC1	16	1	15949752	16141278	4593	15949752-15949799;16007816-16007992;16009776-16009901;16014491-16014628;16016496-16016621;16033109-16033170;16036472-16036603;16044450-16044680;16045836-16046013;16048142-16048303;16052724-16052816;16056092-16056295;16068156-16068302;16071642-16071729;16076326-16076401;16079352-16079478;16083366-16083542;16086824-16086991;16090405-16090588;16102627-16102717;16106738-16106873;16111375-16111582;16114766-16115076;16121975-16122174;16124789-16124915;16125810-16125911;16131789-16131935;16134350-16134508;16136478-16136644;16138364-16138558;16141173-16141278
group0_XYLT1_ENSG00000103489.12_ENST00000261381.7_chr16_cds_start17108698_cds_end17470796_inv_start16721273_inv_end18073542.phy.gz	ENST00000261381.7	XYLT1	16	0	17108698	17470796	2877	17470434-17470796;17358012-17358050;17258988-17259498;17200482-17200654;17198212-17198414;17158829-17158909;17141153-17141369;17138355-17138531;17134473-17134735;17127666-17127861;17117646-17117979;17108698-17109017
group1_XYLT1_ENSG00000103489.12_ENST00000261381.7_chr16_cds_start17108698_cds_end17470796_inv_start16721273_inv_end18073542.phy.gz	ENST00000261381.7	XYLT1	16	1	17108698	17470796	2877	17470434-17470796;17358012-17358050;17258988-17259498;17200482-17200654;17198212-17198414;17158829-17158909;17141153-17141369;17138355-17138531;17134473-17134735;17127666-17127861;17117646-17117979;17108698-17109017
group0_EEF2K_ENSG00000103319.12_ENST00000263026.10_chr16_cds_start22225730_cds_end22283993_inv_start21583511_inv_end22432381.phy.gz	ENST00000263026.10	EEF2K	16	0	22225730	22283993	2175	22225730-22225975;22244630-22244730;22248755-22248815;22250654-22250691;22251151-22251322;22256748-22256897;22257253-22257385;22257643-22257770;22258494-22258695;22260462-22260529;22263110-22263187;22264818-22264880;22266390-22266524;22266688-22266876;22273626-22273750;22280198-22280376;22283887-22283993
group0_UQCRC2_ENSG00000140740.11_ENST00000268379.9_chr16_cds_start21953424_cds_end21983168_inv_start21583511_inv_end22432381.phy.gz	ENST00000268379.9	UQCRC2	16	0	21953424	21983168	1359	21953424-21953456;21957235-21957318;21957417-21957566;21958535-21958599;21962460-21962516;21962761-21962885;21965408-21965505;21968628-21968685;21971525-21971620;21971923-21972122;21973896-21973976;21976167-21976243;21980547-21980700;21983088-21983168
group0_CDR2_ENSG00000140743.8_ENST00000268383.7_chr16_cds_start22346968_cds_end22374309_inv_start21583511_inv_end22432381.phy.gz	ENST00000268383.7	CDR2	16	0	22346968	22374309	1362	22374231-22374309;22364902-22365014;22349701-22349849;22349279-22349443;22346968-22347823
group0_IGSF6_ENSG00000140749.9_ENST00000268389.6_chr16_cds_start21641537_cds_end21652598_inv_start21583511_inv_end22432381.phy.gz	ENST00000268389.6	IGSF6	16	0	21641537	21652598	723	21652532-21652598;21647133-21647492;21644290-21644396;21643548-21643598;21643074-21643154;21641537-21641593
group0_POLR3E_ENSG00000058600.16_ENST00000299853.10_chr16_cds_start22302969_cds_end22333697_inv_start21583511_inv_end22432381.phy.gz	ENST00000299853.10	POLR3E	16	0	22302969	22333697	2124	22302969-22303004;22305156-22305206;22308148-22308225;22308925-22309040;22309428-22309510;22313620-22313727;22314079-22314128;22315089-22315208;22316601-22316686;22316995-22317039;22317115-22317206;22318826-22318946;22322850-22322931;22324354-22324413;22324503-22324660;22325205-22325266;22325761-22326278;22328510-22328587;22332060-22332185;22333644-22333697
group0_METTL9_ENSG00000197006.15_ENST00000358154.8_chr16_cds_start21599734_cds_end21655429_inv_start21583511_inv_end22432381.phy.gz	ENST00000358154.8	METTL9	16	0	21599734	21655429	954	21599734-21599898;21612645-21612835;21617865-21618074;21624931-21625115;21655227-21655429
group0_VWA3A_ENSG00000175267.15_ENST00000389398.10_chr16_cds_start22092638_cds_end22155899_inv_start21583511_inv_end22432381.phy.gz	ENST00000389398.10	VWA3A	16	0	22092638	22155899	3552	22092638-22092651;22096859-22096945;22097572-22097695;22100194-22100318;22100416-22100493;22103475-22103529;22109482-22109580;22110888-22110994;22115347-22115472;22116759-22116867;22117111-22117176;22118902-22119027;22120968-22121103;22121514-22121617;22123085-22123165;22123613-22123707;22126178-22126297;22131205-22131279;22131585-22131729;22132900-22133095;22134368-22134438;22138360-22138512;22140154-22140244;22141582-22141692;22142668-22142765;22144247-22144384;22146236-22146344;22148162-22148306;22149787-22149931;22150695-22150846;22152511-22152634;22155567-22155664;22155851-22155899
group0_PDZD9_ENSG00000155714.14_ENST00000424898.3_chr16_cds_start21984270_cds_end22001047_inv_start21583511_inv_end22432381.phy.gz	ENST00000424898.3	PDZD9	16	0	21984270	22001047	792	22001017-22001047;21996322-21996501;21988602-21988791;21984270-21984660
group0_MOSMO_ENSG00000185716.12_ENST00000542527.7_chr16_cds_start22008302_cds_end22080877_inv_start21583511_inv_end22432381.phy.gz	ENST00000542527.7	MOSMO	16	0	22008302	22080877	501	22008302-22008407;22075487-22075699;22080696-22080877
group0_SDR42E2_ENSG00000183921.8_ENST00000602312.3_chr16_cds_start22165583_cds_end22190390_inv_start21583511_inv_end22432381.phy.gz	ENST00000602312.3	SDR42E2	16	0	22165583	22190390	1266	22165583-22165637;22166250-22166434;22166904-22166999;22169445-22169502;22170833-22170951;22172256-22172331;22178130-22178212;22181519-22181656;22182212-22182277;22184181-22184244;22186721-22186794;22190139-22190390
group0_OTOA_ENSG00000155719.18_ENST00000646100.2_chr16_cds_start21678515_cds_end21760537_inv_start21583511_inv_end22432381.phy.gz	ENST00000646100.2	OTOA	16	0	21678515	21760537	3417	21678515-21678605;21678915-21678943;21679036-21679066;21679184-21679211;21681738-21681825;21685230-21685361;21687413-21687648;21691584-21691687;21697775-21697875;21700888-21701027;21705169-21705292;21709888-21710103;21714985-21715152;21716907-21717047;21719133-21719191;21719387-21719504;21722905-21722978;21726523-21726658;21728241-21728431;21730837-21730930;21736261-21736390;21740721-21740908;21744881-21745036;21751935-21752077;21752369-21752505;21753027-21753124;21757082-21757277;21760470-21760537
group0_NPIPB4_ENSG00000185864.20_ENST00000682606.1_chr16_cds_start21834721_cds_end21857378_inv_start21583511_inv_end22432381.phy.gz	ENST00000682606.1	NPIPB4	16	0	21834721	21857378	3666	21857259-21857378;21847413-21847541;21843694-21843793;21843386-21843581;21839250-21839310;21839105-21839140;21834721-21837744
group1_EEF2K_ENSG00000103319.12_ENST00000263026.10_chr16_cds_start22225730_cds_end22283993_inv_start21583511_inv_end22432381.phy.gz	ENST00000263026.10	EEF2K	16	1	22225730	22283993	2175	22225730-22225975;22244630-22244730;22248755-22248815;22250654-22250691;22251151-22251322;22256748-22256897;22257253-22257385;22257643-22257770;22258494-22258695;22260462-22260529;22263110-22263187;22264818-22264880;22266390-22266524;22266688-22266876;22273626-22273750;22280198-22280376;22283887-22283993
group1_UQCRC2_ENSG00000140740.11_ENST00000268379.9_chr16_cds_start21953424_cds_end21983168_inv_start21583511_inv_end22432381.phy.gz	ENST00000268379.9	UQCRC2	16	1	21953424	21983168	1359	21953424-21953456;21957235-21957318;21957417-21957566;21958535-21958599;21962460-21962516;21962761-21962885;21965408-21965505;21968628-21968685;21971525-21971620;21971923-21972122;21973896-21973976;21976167-21976243;21980547-21980700;21983088-21983168
group1_CDR2_ENSG00000140743.8_ENST00000268383.7_chr16_cds_start22346968_cds_end22374309_inv_start21583511_inv_end22432381.phy.gz	ENST00000268383.7	CDR2	16	1	22346968	22374309	1362	22374231-22374309;22364902-22365014;22349701-22349849;22349279-22349443;22346968-22347823
group1_IGSF6_ENSG00000140749.9_ENST00000268389.6_chr16_cds_start21641537_cds_end21652598_inv_start21583511_inv_end22432381.phy.gz	ENST00000268389.6	IGSF6	16	1	21641537	21652598	723	21652532-21652598;21647133-21647492;21644290-21644396;21643548-21643598;21643074-21643154;21641537-21641593
group1_POLR3E_ENSG00000058600.16_ENST00000299853.10_chr16_cds_start22302969_cds_end22333697_inv_start21583511_inv_end22432381.phy.gz	ENST00000299853.10	POLR3E	16	1	22302969	22333697	2124	22302969-22303004;22305156-22305206;22308148-22308225;22308925-22309040;22309428-22309510;22313620-22313727;22314079-22314128;22315089-22315208;22316601-22316686;22316995-22317039;22317115-22317206;22318826-22318946;22322850-22322931;22324354-22324413;22324503-22324660;22325205-22325266;22325761-22326278;22328510-22328587;22332060-22332185;22333644-22333697
group1_METTL9_ENSG00000197006.15_ENST00000358154.8_chr16_cds_start21599734_cds_end21655429_inv_start21583511_inv_end22432381.phy.gz	ENST00000358154.8	METTL9	16	1	21599734	21655429	954	21599734-21599898;21612645-21612835;21617865-21618074;21624931-21625115;21655227-21655429
group1_VWA3A_ENSG00000175267.15_ENST00000389398.10_chr16_cds_start22092638_cds_end22155899_inv_start21583511_inv_end22432381.phy.gz	ENST00000389398.10	VWA3A	16	1	22092638	22155899	3552	22092638-22092651;22096859-22096945;22097572-22097695;22100194-22100318;22100416-22100493;22103475-22103529;22109482-22109580;22110888-22110994;22115347-22115472;22116759-22116867;22117111-22117176;22118902-22119027;22120968-22121103;22121514-22121617;22123085-22123165;22123613-22123707;22126178-22126297;22131205-22131279;22131585-22131729;22132900-22133095;22134368-22134438;22138360-22138512;22140154-22140244;22141582-22141692;22142668-22142765;22144247-22144384;22146236-22146344;22148162-22148306;22149787-22149931;22150695-22150846;22152511-22152634;22155567-22155664;22155851-22155899
group1_PDZD9_ENSG00000155714.14_ENST00000424898.3_chr16_cds_start21984270_cds_end22001047_inv_start21583511_inv_end22432381.phy.gz	ENST00000424898.3	PDZD9	16	1	21984270	22001047	792	22001017-22001047;21996322-21996501;21988602-21988791;21984270-21984660
group1_MOSMO_ENSG00000185716.12_ENST00000542527.7_chr16_cds_start22008302_cds_end22080877_inv_start21583511_inv_end22432381.phy.gz	ENST00000542527.7	MOSMO	16	1	22008302	22080877	501	22008302-22008407;22075487-22075699;22080696-22080877
group1_SDR42E2_ENSG00000183921.8_ENST00000602312.3_chr16_cds_start22165583_cds_end22190390_inv_start21583511_inv_end22432381.phy.gz	ENST00000602312.3	SDR42E2	16	1	22165583	22190390	1266	22165583-22165637;22166250-22166434;22166904-22166999;22169445-22169502;22170833-22170951;22172256-22172331;22178130-22178212;22181519-22181656;22182212-22182277;22184181-22184244;22186721-22186794;22190139-22190390
group1_OTOA_ENSG00000155719.18_ENST00000646100.2_chr16_cds_start21678515_cds_end21760537_inv_start21583511_inv_end22432381.phy.gz	ENST00000646100.2	OTOA	16	1	21678515	21760537	3417	21678515-21678605;21678915-21678943;21679036-21679066;21679184-21679211;21681738-21681825;21685230-21685361;21687413-21687648;21691584-21691687;21697775-21697875;21700888-21701027;21705169-21705292;21709888-21710103;21714985-21715152;21716907-21717047;21719133-21719191;21719387-21719504;21722905-21722978;21726523-21726658;21728241-21728431;21730837-21730930;21736261-21736390;21740721-21740908;21744881-21745036;21751935-21752077;21752369-21752505;21753027-21753124;21757082-21757277;21760470-21760537
