Phenotype	Q_GLOBAL	P_Value_x	P_Value_y	N_Total	N_Cases	N_Controls	Beta	OR	P_Valid	P_Source_x	OR_CI95	CI_Method	CI_Sided	CI_Valid	CI_LO_OR	CI_HI_OR	Used_Ridge	Final_Is_MLE	Used_Firth	Inference_Type	N_Total_Used	N_Cases_Used	N_Controls_Used	Model_Notes	Inversion	P_LRT_Overall	P_Overall_Valid	P_Source_y	P_Method	Sig_Global	CI_Valid_DISPLAY	CI_Method_DISPLAY	OR_CI95_DISPLAY	CI_LO_OR_DISPLAY	CI_HI_OR_DISPLAY
Cytology_and_pathology_findings	0.3781153909	0.1069497951	0.1069497951	206424	23851	182573	-0.02155037069	0.9786801794	TRUE	lrt_mle	0.968,1.004	profile	two	TRUE	0.9676911027	1.004446635	FALSE	TRUE	FALSE	mle	206424	23851	182573	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1069497951	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.968,1.004	0.9676911027	1.004446635
Contact_dermatitis	0.3781153909	0.1075486197	0.1075486197	265783	35322	230461	-0.01761964003	0.9825346782	TRUE	lrt_mle	0.974,1.004	profile	two	TRUE	0.9735984622	1.003668793	FALSE	TRUE	FALSE	mle	265783	35322	230461	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1075486197	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.974,1.004	0.9735984622	1.003668793
Dyspnea_Shortness_of_breath	0.3781153909	0.1077126171	0.1077126171	279817	70185	209632	-0.01392119499	0.9861752568	TRUE	lrt_mle	0.979,1.003	profile	two	TRUE	0.9790220949	1.002910138	FALSE	TRUE	FALSE	mle	279817	70185	209632	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1077126171	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.979,1.003	0.9790220949	1.002910138
Epilepsy	0.3781153909	0.1082220717	0.1082220717	220081	5896	214185	0.04078493994	1.041628069	TRUE	lrt_mle	0.991,1.062	profile	two	TRUE	0.9914031795	1.061710023	FALSE	TRUE	FALSE	mle	220081	5896	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1082220717	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.991,1.062	0.9914031795	1.061710023
Benign_neoplasm_of_rectum_and_anus	0.3781153909	0.1082746533	0.1082746533	267607	10840	256767	-0.02995466505	0.9704895296	TRUE	lrt_mle	0.955,1.006	profile	two	TRUE	0.9551032182	1.006299473	FALSE	TRUE	FALSE	mle	267607	10840	256767	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1082746533	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.955,1.006	0.9551032182	1.006299473
Chondropathies	0.3795447034	0.1091084886	0.1091084886	203726	15877	187849	-0.02553736723	0.9747859532	TRUE	lrt_mle	0.962,1.005	profile	two	TRUE	0.9615545349	1.005442719	FALSE	TRUE	FALSE	mle	203726	15877	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1091084886	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.962,1.005	0.9615545349	1.005442719
Osteophyte	0.38281467	0.1104767169	0.1104767169	193812	5963	187849	-0.0402935092	0.96050748	TRUE	lrt_mle	0.939,1.009	profile	two	TRUE	0.9391037555	1.008754388	FALSE	TRUE	FALSE	mle	193812	5963	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1104767169	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.939,1.009	0.9391037555	1.008754388
Leukemia		0.1118881119	0.1118881119	258620	1853	256767	-0.07018310518	0.9322231094	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	258620	1853	256767	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Congenital_malformations_of_circulatory_system_other_than_heart	0.3875864915	0.1122873616	0.1122873616	371148	2039	369109	-0.06696836696	0.9352247849	TRUE	lrt_mle	0.898,1.015	profile	two	TRUE	0.8977708118	1.01491505	FALSE	TRUE	FALSE	mle	371148	2039	369109	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1122873616	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.898,1.015	0.8977708118	1.01491505
Uterine_size_date_discrepancy		0.1128871129	0.1128871129	361410	2531	358879	-0.0642692884	0.9377524397	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	209612	2531	207081	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Spermatocele		0.1138861139	0.1138861139	222375	1260	221115	-0.08278226134	0.9205515651	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	97116	1259	95857	sex_restricted_to_1;sex_majority_restricted_to_1;firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Blindness_and_low_vision	0.3894886668	0.1139486316	0.1139486316	266145	8457	257688	-0.03469756262	0.9658974956	TRUE	lrt_mle	0.947,1.008	profile	two	TRUE	0.9465565932	1.0079339	FALSE	TRUE	FALSE	mle	266145	8457	257688	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1139486316	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.947,1.008	0.9465565932	1.0079339
Other_symptoms_and_disorders_of_the_respiratory_system	0.3894886668	0.1139555908	0.1139555908	293770	84138	209632	-0.0126571286	0.987422636	TRUE	lrt_mle	0.981,1.003	profile	two	TRUE	0.9807017744	1.00289624	FALSE	TRUE	FALSE	mle	293770	84138	209632	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1139555908	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.981,1.003	0.9807017744	1.00289624
Granulomatous_disorder_of_the_skin	0.3894886668	0.1141454482	0.1141454482	235084	4623	230461	-0.04508820962	0.9559131574	TRUE	lrt_mle	0.931,1.010	profile	two	TRUE	0.9310764284	1.010317339	FALSE	TRUE	FALSE	mle	235084	4623	230461	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1141454482	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.931,1.010	0.9310764284	1.010317339
Influenza_virus	0.3935732663	0.1157827394	0.1157827394	261076	12975	248101	0.02753029671	1.027912757	TRUE	lrt_mle	0.994,1.043	profile	two	TRUE	0.993538942	1.04256723	FALSE	TRUE	FALSE	mle	261076	12975	248101	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1157827394	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.994,1.043	0.993538942	1.04256723
Hypertrophic_cardiomyopathy		0.1158841159	0.1158841159	211019	1187	209832	0.0849261716	1.088636691	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	211019	1187	209832	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Osteoarthritis	0.3946442681	0.116820435	0.116820435	269778	81929	187849	-0.01390144996	0.986194729	TRUE	lrt_mle	0.979,1.003	profile	two	TRUE	0.9787781617	1.00330686	FALSE	TRUE	FALSE	mle	269778	81929	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.116820435	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.979,1.003	0.9787781617	1.00330686
Hydrocele	0.3946442681	0.1169806835	0.1169806835	223542	2427	221115	-0.06224208759	0.9396553803	TRUE	lrt_mle	0.904,1.015	profile	two	TRUE	0.9041452246	1.014796841	FALSE	TRUE	FALSE	mle	98274	2417	95857	sex_restricted_to_1;sex_majority_restricted_to_1;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1169806835	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.904,1.015	0.9041452246	1.014796841
Acute_cough	0.3952101003	0.1175904773	0.1175904773	214204	4572	209632	0.04444188162	1.045444215	TRUE	lrt_mle	0.989,1.068	profile	two	TRUE	0.9893268053	1.068173922	FALSE	TRUE	FALSE	mle	214204	4572	209632	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1175904773	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.989,1.068	0.9893268053	1.068173922
Pelvic_peritoneal_adhesions_female_postoperative_postinfection	0.397247503	0.1186410328	0.1186410328	223167	2052	221115	0.0671098321	1.069412928	TRUE	lrt_mle	0.984,1.103	profile	two	TRUE	0.9836445381	1.10323821	FALSE	TRUE	FALSE	mle	127309	2051	125258	sex_restricted_to_0;sex_majority_restricted_to_0;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1186410328	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.984,1.103	0.9836445381	1.10323821
Chondrocalcinosis		0.1198801199	0.1198801199	190073	2224	187849	-0.06181396432	0.9400577548	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	190073	2224	187849	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Other_and_unspecified_dorsopathies	0.4012711672	0.1204721331	0.1204721331	206408	18559	187849	-0.02297482326	0.9772870884	TRUE	lrt_mle	0.965,1.006	profile	two	TRUE	0.9646590494	1.005717972	FALSE	TRUE	FALSE	mle	206408	18559	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1204721331	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.965,1.006	0.9646590494	1.005717972
Hypoglycemia	0.4012711672	0.1207404295	0.1207404295	202304	9813	192491	0.03137068414	1.03186793	TRUE	lrt_mle	0.992,1.049	profile	two	TRUE	0.9921508006	1.049098015	FALSE	TRUE	FALSE	mle	202304	9813	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1207404295	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.992,1.049	0.9921508006	1.049098015
Malignant_neoplasm_of_the_eye_brain_and_other_parts_of_central_nervous_system	0.4042311164	0.1227285187	0.1227285187	259019	2252	256767	-0.06100493821	0.9408185938	TRUE	lrt_mle	0.906,1.016	profile	two	TRUE	0.9057359791	1.015561917	FALSE	TRUE	FALSE	mle	259019	2252	256767	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1227285187	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.906,1.016	0.9057359791	1.015561917
Hyperosmolality_andor_hypernatremia	0.4042311164	0.1229304629	0.1229304629	195646	3155	192491	-0.05541099063	0.9460962314	TRUE	lrt_mle	0.913,1.014	profile	two	TRUE	0.9126514554	1.014226902	FALSE	TRUE	FALSE	mle	195646	3155	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1229304629	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.913,1.014	0.9126514554	1.014226902
Periodontal_diseases	0.4042311164	0.1232701602	0.1232701602	206585	9986	196599	-0.03145020895	0.9690392047	TRUE	lrt_mle	0.951,1.008	profile	two	TRUE	0.9505559726	1.008111839	FALSE	TRUE	FALSE	mle	206585	9986	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1232701602	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.951,1.008	0.9505559726	1.008111839
Abnormal_involuntary_movements	0.4042311164	0.1234397033	0.1234397033	232622	18437	214185	-0.02234518113	0.9779026233	TRUE	lrt_mle	0.965,1.006	profile	two	TRUE	0.9653660552	1.005766148	FALSE	TRUE	FALSE	mle	232622	18437	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1234397033	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.965,1.006	0.9653660552	1.005766148
Fracture_of_upper_limb	0.4061686476	0.1244856929	0.1244856929	198019	10170	187849	-0.02953753569	0.9708944338	TRUE	lrt_mle	0.954,1.008	profile	two	TRUE	0.9542450224	1.007712532	FALSE	TRUE	FALSE	mle	198019	10170	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1244856929	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.954,1.008	0.9542450224	1.007712532
Venous_thromboembolism	0.408897033	0.1257792887	0.1257792887	226649	16817	209832	0.02368294339	1.023965611	TRUE	lrt_mle	0.994,1.037	profile	two	TRUE	0.9937178084	1.037173159	FALSE	TRUE	FALSE	mle	226649	16817	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1257792887	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.994,1.037	0.9937178084	1.037173159
Hemoglobinopathies	0.4108294979	0.1271926936	0.1271926936	367539	3157	364382	0.05702967084	1.058687222	TRUE	lrt_mle	0.985,1.090	profile	two	TRUE	0.984571029	1.090288584	FALSE	TRUE	FALSE	mle	367539	3157	364382	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1271926936	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.985,1.090	0.984571029	1.090288584
Angioneurotic_edema	0.4108294979	0.1273032409	0.1273032409	185377	2804	182573	-0.0596103954	0.9421315209	TRUE	lrt_mle	0.905,1.016	profile	two	TRUE	0.9054348164	1.016105675	FALSE	TRUE	FALSE	mle	185377	2804	182573	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1273032409	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.905,1.016	0.9054348164	1.016105675
Myelopathies	0.4108294979	0.1278542866	0.1278542866	219974	5789	214185	-0.03922591347	0.9615334613	TRUE	lrt_mle	0.938,1.011	profile	two	TRUE	0.9384693978	1.010649866	FALSE	TRUE	FALSE	mle	219974	5789	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1278542866	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.938,1.011	0.9384693978	1.010649866
Infection_of_amniotic_cavity		0.1278721279	0.1278721279	360189	1310	358879	0.08846182938	1.092492551	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	208390	1309	207081	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Visual_disturbances	0.4108294979	0.1288432053	0.1288432053	291736	34048	257688	-0.01714122055	0.9830048543	TRUE	lrt_mle	0.973,1.005	profile	two	TRUE	0.9729975944	1.004714244	FALSE	TRUE	FALSE	mle	291736	34048	257688	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1288432053	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.973,1.005	0.9729975944	1.004714244
Headache_syndromes_non_migraine	0.4108294979	0.1292328265	0.1292328265	220312	6127	214185	-0.03741356396	0.963277676	TRUE	lrt_mle	0.941,1.010	profile	two	TRUE	0.940962924	1.010319699	FALSE	TRUE	FALSE	mle	220312	6127	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1292328265	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.941,1.010	0.940962924	1.010319699
Stress_incontinence	0.4108294979	0.1298588493	0.1298588493	232245	11130	221115	0.02796663589	1.028361373	TRUE	lrt_mle	0.992,1.044	profile	two	TRUE	0.9922374721	1.044061229	FALSE	TRUE	FALSE	mle	232245	11130	221115	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1298588493	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.992,1.044	0.9922374721	1.044061229
Hyposmolality_andor_hyponatremia	0.4108294979	0.1312520181	0.1312520181	210137	17646	192491	0.02326074269	1.023533384	TRUE	lrt_mle	0.993,1.037	profile	two	TRUE	0.9934319245	1.037222903	FALSE	TRUE	FALSE	mle	210137	17646	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1312520181	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.993,1.037	0.9934319245	1.037222903
Spinal_disc_displacement_herniation	0.4108294979	0.1313776447	0.1313776447	206943	19094	187849	-0.02227589083	0.9779703848	TRUE	lrt_mle	0.965,1.006	profile	two	TRUE	0.9650012322	1.006291582	FALSE	TRUE	FALSE	mle	206943	19094	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1313776447	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.965,1.006	0.9650012322	1.006291582
Pulmonary_hypertension	0.4108294979	0.1314588775	0.1314588775	217629	7797	209832	0.03462787179	1.035234397	TRUE	lrt_mle	0.990,1.055	profile	two	TRUE	0.9902011182	1.055239377	FALSE	TRUE	FALSE	mle	217629	7797	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1314588775	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.990,1.055	0.9902011182	1.055239377
Acute_posthemorrhagic_anemia	0.4108294979	0.1314986059	0.1314986059	277887	12936	264951	-0.026643935	0.9737078831	TRUE	lrt_mle	0.958,1.008	profile	two	TRUE	0.9575068498	1.007546441	FALSE	TRUE	FALSE	mle	277887	12936	264951	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1314986059	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.958,1.008	0.9575068498	1.007546441
Acute_pain	0.4108294979	0.1315312894	0.1315312894	204348	21775	182573	-0.02086809213	0.9793481398	TRUE	lrt_mle	0.967,1.006	profile	two	TRUE	0.9670051249	1.005908922	FALSE	TRUE	FALSE	mle	204348	21775	182573	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1315312894	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.967,1.006	0.9670051249	1.005908922
Eating_disorders	0.4108294979	0.1318891227	0.1318891227	242008	2923	239085	0.05157845299	1.052931789	TRUE	lrt_mle	0.985,1.081	profile	two	TRUE	0.9853581769	1.080723205	FALSE	TRUE	FALSE	mle	242008	2923	239085	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1318891227	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.985,1.081	0.9853581769	1.080723205
Paroxysmal_atrial_fibrillation	0.4108294979	0.1323477577	0.1323477577	222057	12225	209832	0.02739450543	1.027773185	TRUE	lrt_mle	0.992,1.043	profile	two	TRUE	0.9921987493	1.043370523	FALSE	TRUE	FALSE	mle	222057	12225	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1323477577	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.992,1.043	0.9921987493	1.043370523
Chronic_atrial_fibrillation	0.4141603762	0.133884059	0.133884059	214104	4272	209832	0.04404457114	1.045028932	TRUE	lrt_mle	0.987,1.070	profile	two	TRUE	0.987249892	1.069707528	FALSE	TRUE	FALSE	mle	214104	4272	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.133884059	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.987,1.070	0.987249892	1.069707528
Pulmonary_heart_disease	0.4152800821	0.135077527	0.135077527	219308	9476	209832	0.03120283112	1.031694742	TRUE	lrt_mle	0.991,1.050	profile	two	TRUE	0.9908298488	1.050085965	FALSE	TRUE	FALSE	mle	219308	9476	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.135077527	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.991,1.050	0.9908298488	1.050085965
Irregular_menstrual_cycle	0.4152800821	0.1351750603	0.1351750603	239560	18445	221115	-0.02305103686	0.9772126086	TRUE	lrt_mle	0.963,1.007	profile	two	TRUE	0.9632838321	1.006787089	FALSE	TRUE	FALSE	mle	143694	18436	125258	sex_restricted_to_0;sex_majority_restricted_to_0;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1351750603	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.963,1.007	0.9632838321	1.006787089
Osteonecrosis	0.4160592205	0.1360127089	0.1360127089	190219	2370	187849	-0.06160045455	0.9402584878	TRUE	lrt_mle	0.901,1.018	profile	two	TRUE	0.9011450653	1.018268212	FALSE	TRUE	FALSE	mle	190219	2370	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1360127089	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.901,1.018	0.9011450653	1.018268212
Crohns_disease	0.4160592205	0.1363594537	0.1363594537	199852	3253	196599	-0.04822747725	0.9529169955	TRUE	lrt_mle	0.924,1.014	profile	two	TRUE	0.9237912993	1.014307631	FALSE	TRUE	FALSE	mle	199852	3253	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1363594537	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.924,1.014	0.9237912993	1.014307631
Nausea	0.4276520607	0.1406372549	0.1406372549	253653	57054	196599	-0.01367752136	0.9864155909	TRUE	lrt_mle	0.978,1.004	profile	two	TRUE	0.9779550368	1.004256297	FALSE	TRUE	FALSE	mle	253653	57054	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1406372549	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.978,1.004	0.9779550368	1.004256297
Pain_in_foot_and_toes	0.4285819106	0.1414224425	0.1414224425	226643	44070	182573	-0.01533160467	0.984785326	TRUE	lrt_mle	0.975,1.005	profile	two	TRUE	0.975358789	1.004803856	FALSE	TRUE	FALSE	mle	226643	44070	182573	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1414224425	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.975,1.005	0.975358789	1.004803856
Other_disorders_of_male_genital_organs	0.428872092	0.1419979186	0.1419979186	227974	6859	221115	-0.0351882087	0.965423698	TRUE	lrt_mle	0.943,1.011	profile	two	TRUE	0.9432921984	1.011077744	FALSE	TRUE	FALSE	mle	102674	6817	95857	sex_restricted_to_1;sex_majority_restricted_to_1;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1419979186	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.943,1.011	0.9432921984	1.011077744
Other_symptoms_and_disorders_of_the_soft_tissue	0.4316855104	0.1434123004	0.1434123004	263211	75362	187849	-0.012658727	0.9874210577	TRUE	lrt_mle	0.980,1.004	profile	two	TRUE	0.9795878686	1.004043974	FALSE	TRUE	FALSE	mle	263211	75362	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1434123004	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.980,1.004	0.9795878686	1.004043974
Horseshoe_tear_of_retina_without_detachment		0.1438561439	0.1438561439	259008	1320	257688	0.07482495139	1.077695485	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	259008	1320	257688	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45974480-INV-29218		TRUE	score_boot_mle	score_boot_mle	FALSE	FALSE				
Diseases_of_salivary_glands	0.435169131	0.145056377	0.145056377	205035	8436	196599	-0.03089136249	0.9695809002	TRUE	lrt_mle	0.950,1.010	profile	two	TRUE	0.9501000956	1.009998922	FALSE	TRUE	FALSE	mle	205035	8436	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.145056377	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.950,1.010	0.9501000956	1.009998922
Repeated_falls	0.4381850294	0.1468616822	0.1468616822	219707	5522	214185	0.03765225088	1.038370078	TRUE	lrt_mle	0.988,1.061	profile	two	TRUE	0.987608831	1.061311302	FALSE	TRUE	FALSE	mle	219707	5522	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr17-45974480-INV-29218	0.1468616822	TRUE	lrt_mle	lrt_mle	FALSE	TRUE	profile	0.988,1.061	0.987608831	1.061311302
